speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.13,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 15.0}, {'v2': 29.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-9.97,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 23.0}, {'v2': 12.0}]","[{'v1': ['F', 'F', 'FL', 'M']}, {'v2': []}]","[{'v1': ['F', 'F', 'FL']}, {'v2': []}]",0,-1.74,2.0,Exception: The simulator did not report any crashes!,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.4380952380952381}, {'name': 'FL', 'damage': 0.7375886524822695}, {'name': 'M', 'damage': 0.0020409650849187258}]}, {'v2': []}]","{'v1': [{'name': 'F', 'damage': 0.4380952380952381}, {'name': 'F', 'damage': 1}, {'name': 'FL', 'damage': 0.7375886524822695}], 'v2': []}"
"[{'v1': 39.0}, {'v2': 32.0}]","[{'v1': ['FL', 'M', 'F', 'FL', 'F']}, {'v2': ['FL', 'FR']}]","[{'v1': ['FL', 'FL', 'F', 'F']}, {'v2': ['FL', 'FR']}]",1,1.9,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.36879432624113473}, {'name': 'M', 'damage': 0.018951818645673885}, {'name': 'F', 'damage': 0.45714285714285713}, {'name': 'FL', 'damage': 0.352}, {'name': 'F', 'damage': 0.4593088071348941}]}, {'v2': [{'name': 'FL', 'damage': 1}, {'name': 'FR', 'damage': 0.224}]}]","{'v1': [{'name': 'FL', 'damage': 0.36879432624113473}, {'name': 'FL', 'damage': 0.352}, {'name': 'F', 'damage': 0.45714285714285713}, {'name': 'F', 'damage': 0.4593088071348941}], 'v2': [{'name': 'FL', 'damage': 1}, {'name': 'FR', 'damage': 0.224}]}"
"[{'v1': 49.0}, {'v2': 38.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-21.7,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 15.0}, {'v2': 40.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-9.9,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 44.0}, {'v2': 26.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-16.82,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 12.0}, {'v2': 39.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.0,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 35.0}, {'v2': 27.0}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'MR']}]","[{'v1': ['FL', 'FL', 'F', 'F']}, {'v2': ['FR', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.8794326241134752}, {'name': 'M', 'damage': 0.005539762373350827}, {'name': 'F', 'damage': 0.07751937984496124}, {'name': 'F', 'damage': 0.6285714285714286}, {'name': 'FL', 'damage': 0.39466666666666667}, {'name': 'F', 'damage': 0.7001114827201784}]}, {'v2': [{'name': 'FR', 'damage': 0.18133333333333335}, {'name': 'MR', 'damage': 0.02359882005899705}]}]","{'v1': [{'name': 'FL', 'damage': 0.39466666666666667}, {'name': 'FL', 'damage': 0.8794326241134752}, {'name': 'F', 'damage': 0.6285714285714286}, {'name': 'F', 'damage': 0.7001114827201784}], 'v2': [{'name': 'FR', 'damage': 0.18133333333333335}, {'name': 'MR', 'damage': 0.02359882005899705}]}"
"[{'v1': 25.0}, {'v2': 33.0}]","[{'v1': ['F', 'F', 'FL', 'M']}, {'v2': []}]","[{'v1': ['F', 'FL', 'F']}, {'v2': []}]",0,-7.19,2.0,Exception: The simulator did not report any crashes!,"[{'v1': [{'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 0.7047619047619048}, {'name': 'FL', 'damage': 0.7375886524822695}, {'name': 'M', 'damage': 0.002624097966324076}]}, {'v2': []}]","{'v1': [{'name': 'F', 'damage': 0.7047619047619048}, {'name': 'FL', 'damage': 0.7375886524822695}, {'name': 'F', 'damage': 1}], 'v2': []}"
