speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-20.77,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 44.0}, {'v2': 28.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-32.99,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 22.0}, {'v2': 45.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-32.33,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 14.0}, {'v2': 27.0}]","[{'v1': ['F', 'FR', 'M', 'F', 'FR', 'F']}, {'v2': ['FL', 'M', 'F', 'FL', 'F']}]","[{'v1': ['FR', 'F', 'F']}, {'v2': ['F', 'FL', 'F']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'F', 'damage': 0.34285714285714286}, {'name': 'FR', 'damage': 0.064}, {'name': 'M', 'damage': 0.0037903637291347766}, {'name': 'F', 'damage': 0.007751937984496124}, {'name': 'FR', 'damage': 0.1702127659574468}, {'name': 'F', 'damage': 0.3166109253065775}]}, {'v2': [{'name': 'FL', 'damage': 1}, {'name': 'M', 'damage': 0.007289161017566878}, {'name': 'F', 'damage': 0.5904761904761905}, {'name': 'FL', 'damage': 0.05333333333333334}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'FR', 'damage': 0.1702127659574468}, {'name': 'F', 'damage': 0.34285714285714286}, {'name': 'F', 'damage': 0.3166109253065775}], 'v2': [{'name': 'F', 'damage': 0.5904761904761905}, {'name': 'FL', 'damage': 1}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 31.0}, {'v2': 40.0}]","[{'v1': ['FR', 'F', 'F', 'M', 'F', 'FR', 'F', 'F']}, {'v2': ['F', 'FL', 'FL', 'F', 'M', 'F', 'F']}]","[{'v1': ['F', 'FR', 'F']}, {'v2': ['F', 'FL', 'FL', 'F']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 0.6857142857142857}, {'name': 'F', 'damage': 0.041666666666666664}, {'name': 'M', 'damage': 0.01137109118740433}, {'name': 'F', 'damage': 0.12403100775193798}, {'name': 'FR', 'damage': 0.032}, {'name': 'F', 'damage': 0.00903954802259887}, {'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'F', 'damage': 0.5904761904761905}, {'name': 'FL', 'damage': 0.3971631205673759}, {'name': 'FL', 'damage': 0.832}, {'name': 'F', 'damage': 0.05426356589147287}, {'name': 'M', 'damage': 0.015161454916539106}, {'name': 'F', 'damage': 0.022598870056497175}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'F', 'damage': 0.6857142857142857}, {'name': 'FR', 'damage': 1}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'F', 'damage': 0.5904761904761905}, {'name': 'FL', 'damage': 0.3971631205673759}, {'name': 'FL', 'damage': 0.832}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 35.0}, {'v2': 11.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-24.54,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 19.0}, {'v2': 14.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-18.31,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 19.0}, {'v2': 17.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-18.83,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 14.0}, {'v2': 34.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-23.49,2.4000000000000004,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 22.0}, {'v2': 35.0}]","[{'v1': ['FR', 'F']}, {'v2': ['F', 'M', 'F', 'FL', 'FR', 'F']}]","[{'v1': ['FR', 'F']}, {'v2': ['FL', 'F', 'F']}]",1,2.4000000000000004,2.4000000000000004,,"[{'v1': [{'name': 'FR', 'damage': 0.18133333333333335}, {'name': 'F', 'damage': 0.004459308807134894}]}, {'v2': [{'name': 'F', 'damage': 1}, {'name': 'M', 'damage': 0.0040819301698374515}, {'name': 'F', 'damage': 0.21705426356589147}, {'name': 'FL', 'damage': 0.7375886524822695}, {'name': 'FR', 'damage': 0.22695035460992907}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'FR', 'damage': 0.18133333333333335}, {'name': 'F', 'damage': 0.004459308807134894}], 'v2': [{'name': 'FL', 'damage': 0.7375886524822695}, {'name': 'F', 'damage': 1}, {'name': 'F', 'damage': 1}]}"
