speeds,vehicles_dam,sim_dam,crashed_happened,sim_score,expected_score,exception,vehicles_damage_full,sim_damage_full
"[{'v1': 20.0}, {'v2': 20.0}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.8,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 10.0}, {'v2': 15.889879495837498}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-6.09,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 25.554853209000772}, {'v2': 16.166238089699405}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['FR', 'MR']}]","[{'v1': ['F', 'F', 'FL']}, {'v2': ['FR', 'MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.624113475177305}, {'name': 'M', 'damage': 0.0032072308477294263}, {'name': 'F', 'damage': 0.015503875968992248}, {'name': 'F', 'damage': 0.47619047619047616}, {'name': 'FL', 'damage': 0.021333333333333333}, {'name': 'F', 'damage': 0.41471571906354515}]}, {'v2': [{'name': 'FR', 'damage': 0.096}, {'name': 'MR', 'damage': 0.035398230088495575}]}]","{'v1': [{'name': 'F', 'damage': 0.47619047619047616}, {'name': 'F', 'damage': 0.41471571906354515}, {'name': 'FL', 'damage': 0.624113475177305}], 'v2': [{'name': 'FR', 'damage': 0.096}, {'name': 'MR', 'damage': 0.035398230088495575}]}"
"[{'v1': 24.440040095996626}, {'v2': 26.22527857285304}]","[{'v1': ['FL', 'M', 'F', 'F', 'FL', 'F']}, {'v2': ['MR']}]","[{'v1': ['F', 'F', 'FL']}, {'v2': ['MR']}]",1,2.0,2.0,,"[{'v1': [{'name': 'FL', 'damage': 0.624113475177305}, {'name': 'M', 'damage': 0.0017493986442160508}, {'name': 'F', 'damage': 0.023255813953488372}, {'name': 'F', 'damage': 0.45714285714285713}, {'name': 'FL', 'damage': 0.021333333333333333}, {'name': 'F', 'damage': 0.4682274247491639}]}, {'v2': [{'name': 'MR', 'damage': 0.029498525073746312}]}]","{'v1': [{'name': 'F', 'damage': 0.45714285714285713}, {'name': 'F', 'damage': 0.4682274247491639}, {'name': 'FL', 'damage': 0.624113475177305}], 'v2': [{'name': 'MR', 'damage': 0.029498525073746312}]}"
"[{'v1': 19.963613878861057}, {'v2': 10.0}]","[{'v1': ['F']}, {'v2': ['B']}]","[{'v1': ['F']}, {'v2': ['B']}]",1,1.7999999999999998,2.0,,"[{'v1': [{'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'B', 'damage': 0.005270092226613966}]}]","{'v1': [{'name': 'F', 'damage': 1}], 'v2': [{'name': 'B', 'damage': 0.005270092226613966}]}"
"[{'v1': 44.065715688121635}, {'v2': 21.192442543586942}]","[{'v1': ['B']}, {'v2': ['F', 'FR', 'M', 'FR', 'F']}]","[{'v1': ['B']}, {'v2': ['F', 'F']}]",1,1.5,2.0,,"[{'v1': [{'name': 'B', 'damage': 0.007511737089201878}]}, {'v2': [{'name': 'F', 'damage': 0.24761904761904763}, {'name': 'FR', 'damage': 0.096}, {'name': 'M', 'damage': 0.023033748815511335}, {'name': 'FR', 'damage': 0.11347517730496454}, {'name': 'F', 'damage': 1}]}]","{'v1': [{'name': 'B', 'damage': 0.007511737089201878}], 'v2': [{'name': 'F', 'damage': 0.24761904761904763}, {'name': 'F', 'damage': 1}]}"
"[{'v1': 21.254955171774377}, {'v2': 20.697765580769236}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-7.25,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 14.103483989452437}, {'v2': 40.35745324629626}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.12,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
"[{'v1': 22.377632117907464}, {'v2': 24.359694097876268}]","[{'v1': ['M', 'FR', 'F']}, {'v2': ['B']}]","[{'v1': ['M', 'FR', 'F']}, {'v2': ['B']}]",1,1.6,2.0,,"[{'v1': [{'name': 'M', 'damage': 0.00029156644070267514}, {'name': 'FR', 'damage': 0.05673758865248227}, {'name': 'F', 'damage': 1}]}, {'v2': [{'name': 'B', 'damage': 0.010540184453227932}]}]","{'v1': [{'name': 'M', 'damage': 0.00029156644070267514}, {'name': 'FR', 'damage': 0.05673758865248227}, {'name': 'F', 'damage': 1}], 'v2': [{'name': 'B', 'damage': 0.010540184453227932}]}"
"[{'v1': 15.929152165341671}, {'v2': 33.327177621701054}]","[{'v1': []}, {'v2': []}]","[{'v1': []}, {'v2': []}]",0,-10.1,2.0,Exception: The simulator did not report any crashes!,"[{'v1': []}, {'v2': []}]","{'v1': [], 'v2': []}"
